audio_filepath	transcript	duration
/home4/khanhnd/LibriSpeech/train-clean-100/103/1240/103-1240-0030.flac	thin woman with angles and without curves her dark hair showed some gray streaks and was always twisted up in a hard little knot behind with two wire hairpins stuck aggressively through it she looked like a woman of narrow experience and rigid conscience which she was	14.52
/home4/khanhnd/LibriSpeech/train-clean-100/103/1240/103-1240-0032.flac	marilla's lips twitched understandingly she had expected missus rachel up she had known that the sight of matthew jaunting off so unaccountably would be too much for her neighbor's curiosity oh no i'm quite well although i had a bad headache yesterday she said	14.775
/home4/khanhnd/LibriSpeech/train-clean-100/103/1240/103-1240-0033.flac	matthew went to bright river we're getting a little boy from an orphan asylum in nova scotia and he's coming on the train tonight if marilla had said that matthew had gone to bright river to meet a kangaroo from australia missus rachel could not have been more astonished	14.415
/home4/khanhnd/LibriSpeech/train-clean-100/103/1240/103-1240-0036.flac	marilla and matthew cuthbert of all people adopting a boy from an orphan asylum well the world was certainly turning upside down she would be surprised at nothing after this nothing	12.52
/home4/khanhnd/LibriSpeech/train-clean-100/103/1240/103-1240-0037.flac	what on earth put such a notion into your head she demanded disapprovingly this had been done without her advice being asked and must perforce be disapproved well we've been thinking about it for some time all winter in fact returned marilla	14.815
/home4/khanhnd/LibriSpeech/train-clean-100/103/1240/103-1240-0038.flac	missus alexander spencer was up here one day before christmas and she said she was going to get a little girl from the asylum over in hopeton in the spring	7.155
/home4/khanhnd/LibriSpeech/train-clean-100/103/1240/103-1240-0039.flac	so matthew and i have talked it over off and on ever since we thought we'd get a boy matthew is getting up in years you know he's sixty and he isn't so spry as he once was his heart troubles him a good deal and you know how desperate hard it's got to be to get hired help	14.425
/home4/khanhnd/LibriSpeech/train-clean-100/103/1240/103-1240-0040.flac	there's never anybody to be had but those stupid half grown little french boys and as soon as you do get one broke into your ways and taught something he's up and off to the lobster canneries or the states at first matthew suggested getting a home boy but i said no flat to that	14.67
/home4/khanhnd/LibriSpeech/train-clean-100/103/1240/103-1240-0041.flac	they may be all right i'm not saying they're not but no london street arabs for me i said give me a native born at least there'll be a risk no matter who we get but i'll feel easier in my mind and sleep sounder at nights if we get a born canadian	13.51
/home4/khanhnd/LibriSpeech/train-clean-100/103/1240/103-1240-0043.flac	old enough to be of some use in doing chores right off and young enough to be trained up proper we mean to give him a good home and schooling we had a telegram from missus alexander spencer today the mail man brought it from the station saying they were coming on the five thirty train tonight	14.76
/home4/khanhnd/LibriSpeech/train-clean-100/103/1240/103-1240-0046.flac	nor how he's likely to turn out why it was only last week i read in the paper how a man and his wife up west of the island took a boy out of an orphan asylum and he set fire to the house at night set it on purpose marilla and nearly burnt them to a crisp in their beds	13.925
/home4/khanhnd/LibriSpeech/train-clean-100/103/1240/103-1240-0047.flac	and i know another case where an adopted boy used to suck the eggs they couldn't break him of it if you had asked my advice in the matter which you didn't do marilla i'd have said for mercy's sake not to think of such a thing that's what	12.895
/home4/khanhnd/LibriSpeech/train-clean-100/103/1240/103-1240-0048.flac	this job's comforting seemed neither to offend nor to alarm marilla she knitted steadily on i don't deny there's something in what you say rachel i've had some qualms myself but matthew was terrible set on it i could see that so i gave in	14.77
/home4/khanhnd/LibriSpeech/train-clean-100/103/1240/103-1240-0050.flac	and then nova scotia is right close to the island it isn't as if we were getting him from england or the states he can't be much different from ourselves well i hope it will turn out all right said missus rachel in a tone that plainly indicated her painful doubts	14.025
/home4/khanhnd/LibriSpeech/train-clean-100/103/1240/103-1240-0052.flac	as if poisoning wells were a purely feminine accomplishment and not to be dreaded in the case of a boy i'd never dream of taking a girl to bring up i wonder at missus alexander spencer for doing it but there she wouldn't shrink from adopting a whole orphan asylum if she took it into her head	14.79
/home4/khanhnd/LibriSpeech/train-clean-100/103/1240/103-1240-0053.flac	missus rachel would have liked to stay until matthew came home with his imported orphan but reflecting that it would be a good two hours at least before his arrival she concluded to go up the road to robert bell's and tell the news it would certainly make a sensation second to none	13.665
/home4/khanhnd/LibriSpeech/train-clean-100/103/1240/103-1240-0055.flac	it does really seem as if i must be dreaming well i'm sorry for that poor young one and no mistake matthew and marilla don't know anything about children and they'll expect him to be wiser and steadier that his own grandfather	11.245
/home4/khanhnd/LibriSpeech/train-clean-100/103/1240/103-1240-0056.flac	it seems uncanny to think of a child at green gables somehow there's never been one there for matthew and marilla were grown up when the new house was built if they ever were children which is hard to believe when one looks at them i wouldn't be in that orphan's shoes for anything	14.315
/home4/khanhnd/LibriSpeech/train-clean-100/103/1240/103-1240-0057.flac	my but i pity him that's what so said missus rachel to the wild rose bushes out of the fulness of her heart	6.855
/home4/khanhnd/LibriSpeech/train-clean-100/103/1241/103-1241-0003.flac	he had an uncomfortable feeling that the mysterious creatures were secretly laughing at him he may have been quite right in thinking so for he was an odd looking personage with an ungainly figure and long iron gray hair that touched his stooping shoulders	13.885
/home4/khanhnd/LibriSpeech/train-clean-100/103/1241/103-1241-0004.flac	and a full soft brown beard which he had worn ever since he was twenty in fact he had looked at twenty very much as he looked at sixty lacking a little of the grayness when he reached bright river there was no sign of any train	14.755
/home4/khanhnd/LibriSpeech/train-clean-100/103/1241/103-1241-0005.flac	he thought he was too early so he tied his horse in the yard of the small bright river hotel and went over to the station house the long platform was almost deserted the only living creature in sight being a girl who was sitting on a pile of shingles at the extreme end	14.025
/home4/khanhnd/LibriSpeech/train-clean-100/103/1241/103-1241-0009.flac	she's a case i should say i'm not expecting a girl said matthew blankly it's a boy i've come for he should be here missus alexander spencer was to bring him over from nova scotia for me the stationmaster whistled	13.9
/home4/khanhnd/LibriSpeech/train-clean-100/103/1241/103-1241-0011.flac	i don't understand said matthew helplessly wishing that marilla was at hand to cope with the situation well you'd better question the girl said the station master carelessly i dare say she'll be able to explain she's got a tongue of her own that's certain	14.485
/home4/khanhnd/LibriSpeech/train-clean-100/103/1241/103-1241-0012.flac	maybe they were out of boys of the brand you wanted he walked jauntily away being hungry and the unfortunate matthew was left to do that which was harder for him than bearding a lion in its den walk up to a girl a strange girl an orphan girl	14.98
/home4/khanhnd/LibriSpeech/train-clean-100/103/1241/103-1241-0013.flac	and demand of her why she wasn't a boy matthew groaned in spirit as he turned about and shuffled gently down the platform towards her she had been watching him ever since he had passed her and she had her eyes on him now matthew was not looking at her	14.81
/home4/khanhnd/LibriSpeech/train-clean-100/103/1241/103-1241-0015.flac	her face was small white and thin also much freckled her mouth was large and so were her eyes which looked green in some lights and moods and gray in others so far the ordinary observer an extraordinary observer	14.01
/home4/khanhnd/LibriSpeech/train-clean-100/103/1241/103-1241-0016.flac	might have seen that the chin was very pointed and pronounced that the big eyes were full of spirit and vivacity that the mouth was sweet lipped and expressive that the forehead was broad and full in short our discerning extraordinary observer might have concluded	14.665
/home4/khanhnd/LibriSpeech/train-clean-100/103/1241/103-1241-0018.flac	i suppose you are mister matthew cuthbert of green gables she said in a peculiarly clear sweet voice i'm very glad to see you i was beginning to be afraid you weren't coming for me	9.435
/home4/khanhnd/LibriSpeech/train-clean-100/103/1241/103-1241-0019.flac	i had made up my mind that if you didn't come for me to night	3.025
/home4/khanhnd/LibriSpeech/train-clean-100/103/1241/103-1241-0020.flac	i wouldn't be a bit afraid and it would be lovely to sleep in a wild cherry tree all white with bloom in the moonshine don't you think you could imagine you were dwelling in marble halls couldn't you	9.71
/home4/khanhnd/LibriSpeech/train-clean-100/103/1241/103-1241-0025.flac	it's worse than anything you could imagine missus spencer said it was wicked of me to talk like that	4.83
/home4/khanhnd/LibriSpeech/train-clean-100/103/1241/103-1241-0026.flac	they were good you know the asylum people but there is so little scope for the imagination in an asylum only just in the other orphans it was pretty interesting to imagine things about them	11.005
/home4/khanhnd/LibriSpeech/train-clean-100/103/1241/103-1241-0027.flac	who had been stolen away from her parents in her infancy by a cruel nurse who died before she could confess i used to lie awake at nights and imagine things like that because i didn't have time in the day i guess that's why i'm so thin i am dreadful thin ain't i there isn't a pick on my bones	14.88
/home4/khanhnd/LibriSpeech/train-clean-100/103/1241/103-1241-0031.flac	i've never seen one but i can imagine what she would look like i don't ever expect to be a bride myself i'm so homely nobody will ever want to marry me unless it might be a foreign missionary i suppose a foreign missionary mightn't be very particular	13.1
/home4/khanhnd/LibriSpeech/train-clean-100/103/1241/103-1241-0032.flac	but i do hope that some day i shall have a white dress that is my highest ideal of earthly bliss i just love pretty clothes and i've never had a pretty dress in my life that i can remember but of course it's all the more to look forward to isn't it and then	14.005
/home4/khanhnd/LibriSpeech/train-clean-100/103/1241/103-1241-0037.flac	oh there are a lot more cherry trees all in bloom this island is the bloomiest place i just love it already and i'm so glad i'm going to live here i've always heard that prince edward island was the prettiest place in the world	12.775
/home4/khanhnd/LibriSpeech/train-clean-100/103/1241/103-1241-0038.flac	and i used to imagine i was living here but i never really expected i would it's delightful when your imaginations come true isn't it but those red roads are so funny when we got into the train at charlottetown and the red roads began to flash past i asked missus spencer what made them red	14.935
/home4/khanhnd/LibriSpeech/train-clean-100/103/1241/103-1241-0040.flac	there'd be no scope for imagination then would there but am i talking too much people are always telling me i do would you rather i didn't talk if you say so i'll stop i can stop when i make up my mind to it although it's difficult matthew	13.785
/home4/khanhnd/LibriSpeech/train-clean-100/103/1241/103-1241-0042.flac	he detested the way they had of sidling past him timidly with sidewise glances as if they expected him to gobble them up at a mouthful if they ventured to say a word that was the avonlea type of well bred little girl but this freckled witch was very different	14.315
/home4/khanhnd/LibriSpeech/train-clean-100/103/1241/103-1241-0043.flac	and although he found it rather difficult for his slower intelligence to keep up with her brisk mental processes	5.73
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0000.flac	chapter ninety nine the law we have seen how quietly	7.875
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0001.flac	the fact being that every one was too much occupied in his or her own affairs to think of theirs we will leave the banker contemplating the enormous magnitude of his debt before the phantom of bankruptcy and follow the baroness	13.435
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0003.flac	for in the tacit relations which maintain the bond of family union the mother to maintain her ascendancy over her daughter must never fail to be a model of wisdom and a type of perfection now	14.2200625
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0004.flac	an expression which seemed to imply that she understood all her mother's amorous and pecuniary relationships with the intimate secretary moreover	9.205
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0005.flac	not only because he was a source of dissension and scandal under the paternal roof but because she had at once classed him in that catalogue of bipeds whom plato endeavors to withdraw from the appellation of men	10.73
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0006.flac	unfortunately in this world of ours each person views things through a certain medium and so is prevented from seeing in the same light as others and madame danglars therefore very much regretted that the marriage of eugenie had not taken place	13.995
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0007.flac	not only because the match was good and likely to insure the happiness of her child but because it would also set her at liberty she ran therefore to debray who after having like the rest of paris witnessed the contract scene and the scandal attending it	13.69
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0009.flac	was ascending the stairs leading to debray's apartments	2.81
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0010.flac	debray was occupied in repelling the insinuations of a friend who tried to persuade him	5.015
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0011.flac	still when he recollected the independent proud spirit of eugenie he positively rejected it as utterly impossible though the same thought again continually recurred and found a resting place in his heart tea play	13.585
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0012.flac	and the conversation which had become interesting during the discussion of such serious affairs	4.515
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0013.flac	awaited the return of debray in the little green room seated between two baskets of flowers which she had that morning sent and which it must be confessed	8.985
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0015.flac	the baroness returned to the hotel with as much caution as eugenie used in leaving it she ran lightly up stairs and with an aching heart entered her apartment contiguous as we know to that of eugenie she was fearful of exciting any remark	14.95
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0017.flac	and had gone to bed and to sleep she called the maid and questioned her mademoiselle eugenie said the maid	6.96
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0018.flac	after which they desired me to leave saying that they needed me no longer	3.91
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0020.flac	who had been afflicted with as severe a blow through her husband and son eugenie she said to herself is lost and so are we the affair as it will be reported will cover us with shame	13.945
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0021.flac	for in a society such as ours satire inflicts a painful and incurable wound	4.685
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0022.flac	and her glance was turned towards heaven	2.54
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0024.flac	and yet his manners showed the effects of a sort of education if not a complete one	5.025
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0026.flac	debray could but give her advice she must apply to some one more powerful than he	5.4
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0027.flac	but no on reflection the procureur was not a merciless man and it was not the magistrate slave to his duties but the friend the loyal friend who roughly but firmly cut into the very core of the corruption	13.545
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0028.flac	it was not the executioner but the surgeon who wished to withdraw the honor of danglars from ignominious association with the disgraced young man they had presented to the world as their son in law and since villefort the friend of danglars had acted in this way	14.53
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0029.flac	no one could suppose that he had been previously acquainted with or had lent himself to any of andrea's intrigues	7.26
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0030.flac	appeared to the baroness as if shaped for their mutual advantage but the inflexibility of the procureur should stop there she would see him the next day and if she could not make him fail in his duties as a magistrate she would at least	13.615
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0031.flac	obtain all the indulgence he could allow she would invoke the past recall old recollections she would supplicate him by the remembrance of guilty yet happy days	10.665
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0032.flac	he had only to turn his eyes on one side and allow andrea to fly and follow up the crime under that shadow of guilt called contempt of court and after this reasoning she slept easily	12.135
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0033.flac	at nine o'clock next morning she arose and without ringing for her maid or giving the least sign of her activity she dressed herself in the same simple style as on the previous night then running down stairs she left the hotel walked to the rue de provence	14.675
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0034.flac	for the last month this wretched house had presented the gloomy appearance of a lazaretto infected with the plague some of the apartments were closed within and without the shutters were only opened to admit a minute's air showing the scared face of a footman	14.925
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0035.flac	and the neighbors would say to each other in a low voice	2.81
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0036.flac	madame danglars involuntarily shuddered at the desolate aspect of the mansion	4.85
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0037.flac	three times did the bell ring with a dull heavy sound seeming to participate in the general sadness before the concierge appeared and peeped through the door which he opened just wide enough to allow his words to be heard	14.505
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0038.flac	he saw a lady a fashionable elegantly dressed lady	4.415
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0039.flac	first madame who are you who am i you know me well enough we no longer know any one madame	9.655
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0040.flac	where do you come from oh this is too much madame these are my orders excuse me your name the baroness danglars you have seen me twenty times	14.46
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0041.flac	possibly madame and now what do you want	4.62
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0042.flac	madame this is precaution not impertinence	3.675
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0045.flac	directly afterwards the door was opened wide enough to admit her and when she had passed through it was again shut without losing sight of her for an instant the concierge took a whistle from his pocket as soon as they entered the court and blew it	13.875
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0046.flac	you will excuse this poor fellow madame	2.46
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0047.flac	in the court showing his merchandise was a tradesman who had been admitted with the same precautions the baroness ascended the steps she felt herself strongly infected with the sadness which seemed to magnify her own	12.91
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0048.flac	preoccupied as madame danglars had been with the object of her visit the treatment she had received from these underlings appeared to her so insulting that she began by complaining of it	10.485
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0050.flac	you too then are unhappy she said yes madame replied the magistrate then you pity me sincerely madame and you understand what brings me here	14.03
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0051.flac	you wish to speak to me about the circumstance which has just happened yes sir a fearful misfortune you mean a mischance a mischance repeated the baroness alas madame	14.98
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0052.flac	said the procureur with his imperturbable calmness of manner i consider those alone misfortunes which are irreparable and do you suppose this will be forgotten everything will be forgotten madame said villefort	14.46
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0054.flac	am i come to a friend she asked in a tone full of mournful dignity	5.43
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0057.flac	he said i have within the last few months contracted the bad habit of thinking of my own and then i cannot help drawing up an egotistical parallel in my mind that is the reason that by the side of my misfortunes	13.54
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0058.flac	but this annoys you let us change the subject you were saying madame i came to ask you my friend said the baroness what will be done with this impostor impostor	14.535
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0059.flac	certainly madame you appear to extenuate some cases and exaggerate others impostor indeed	6.575
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0060.flac	is nothing more nor less than an assassin sir i do not deny the justice of your correction	7.895
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0061.flac	come forget him for a moment and instead of pursuing him let him go you are too late madame the orders are issued	9.275
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0062.flac	i hope so if they should arrest him i know that sometimes prisoners afford means of escape will you leave him in prison the procureur shook his head at least keep him there till my daughter be married	13.935
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0064.flac	replied villefort ah exclaimed the baroness without expressing the ideas which the exclamation betrayed villefort looked at her with that piercing glance which reads the secrets of the heart	13.35
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0065.flac	you refer to the terrible rumors spread abroad in the world that the deaths which have kept me in mourning for the last three months	7.265
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0066.flac	have not happened by natural means i was not thinking of that replied madame danglars quickly yes you were thinking of it and with justice	10.655
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0067.flac	you who pursue crime so vindictively answer now	4.03
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0068.flac	the baroness became pale you were saying this were you not well i own it i will answer you	9.385
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0069.flac	then resting both hands upon his desk he said in a voice more hollow than usual there are crimes which remain unpunished because the criminals are unknown	9.96
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0070.flac	villefort here extended his hand toward a large crucifix placed opposite to his desk when they are discovered i swear to you by all i hold most sacred	10.23
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0071.flac	now after the oath i have just taken and which i will keep madame dare you ask for mercy for that wretch but sir are you sure he is as guilty as they say listen	14.685
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0072.flac	this is his description benedetto condemned at the age of sixteen for five years to the galleys for forgery he promised well as you see first a runaway then an assassin	14.82
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0073.flac	and who is this wretch who can tell a vagabond a corsican has no one owned him no one his parents are unknown	12.85
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0074.flac	but who was the man who brought him from lucca another rascal like himself perhaps his accomplice the baroness clasped her hands	9.29
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0075.flac	for heaven's sake madame said villefort with a firmness of expression not altogether free from harshness for heaven's sake	8.53
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0076.flac	what am i the law has the law any eyes to witness your grief	5.465
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0077.flac	has the law a memory for all those soft recollections you endeavor to recall no madame	5.945
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0078.flac	and when it commands it strikes you will tell me that i am a living being and not a code a man and not a volume look at me madame	9.0
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0079.flac	have mankind treated me as a brother have they loved me have they spared me has any one shown the mercy towards me that you now ask at my hands no madame they struck me always struck me	13.81
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0080.flac	woman siren that you are	2.975
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0081.flac	well be it so let me blush for the faults you know and perhaps perhaps for even more than those but having sinned myself it may be more deeply than others	12.18
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0082.flac	i never rest till i have torn the disguises from my fellow creatures and found out their weaknesses i have always found them and more i repeat it with joy with triumph i have always found some proof of human perversity or error	14.065
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0083.flac	every criminal i condemn seems to me living evidence that i am not a hideous exception to the rest alas alas alas all the world is wicked let us therefore strike at wickedness	14.745
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0084.flac	with a feverish rage which gave a ferocious eloquence to his words	4.62
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0085.flac	this young man though a murderer is an orphan abandoned by everybody so much the worse or rather so much the better	9.77
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0086.flac	but this is trampling on the weak sir the weakness of a murderer his dishonor reflects upon us	7.48
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0087.flac	oh sir exclaimed the baroness you are without pity for others well then i tell you they will have no mercy on you be it so said villefort raising his arms to heaven at least	14.685
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0088.flac	delay the trial till the next assizes	2.44
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0089.flac	no madame said villefort instructions have been given	4.46
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0090.flac	five days are more than i require	2.49
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0092.flac	i tell you it is too late early this morning the telegraph was employed and at this very minute	5.82
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0093.flac	a dragoon has brought this despatch from the minister of the interior	3.695
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0094.flac	madame danglars trembled with fear villefort started with joy arrested he exclaimed he was taken at compiegne and all is over	9.175
/home4/khanhnd/LibriSpeech/train-clean-100/1034/121119/1034-121119-0095.flac	pale and cold adieu sir she said adieu madame replied the king's attorney as in an almost joyful manner he conducted her to the door	10.4
/home4/khanhnd/LibriSpeech/train-clean-100/1040/133433/1040-133433-0000.flac	chapter seventeen when wendy grew up i hope you want to know what became of the other boys they were waiting below to give wendy time to explain about them and when they had counted five hundred they went up	14.595
/home4/khanhnd/LibriSpeech/train-clean-100/1040/133433/1040-133433-0003.flac	that you don't do things by halves a grudging remark which the twins thought was pointed at them the first twin was the proud one and he asked flushing do you think we should be too much of a handful sir because if so we can go away	14.97
