audio_path|transcription|duration|source
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_254.958.wav|trẻ con thường nghĩ cha mẹ kế là độc ác nhưng con sai rồi|4.452|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_261.916.wav|không ai có quyền chọn lựa gia đình của mình|1.75|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_264.333.wav|nhưng mà đã là người nhà với nhau thì phải biết tôn trọng lẫn nhau chứ|3.5|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_268.708.wav|hiểu chưa|0.875|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_271.375.wav|dạ|1.0|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_279.25.wav|ăn mặc như vậy sao vô đền|1.583|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_284.416.wav|hồn nhập chưa|1.375|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_306.791.wav|cái này là cái gì vậy|2.039|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_308.666.wav|chi lon|1.209|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_309.958.wav|chi lớn|1.208|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_312.833.wav|chị cũng có một cái cho em đó|1.375|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_316.583.wav|chi nhỏ|2.208|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_321.166.wav|nè từ bây giờ chính thức là chị em sinh đôi nha|3.167|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_325.541.wav|chụp tấm hình kỷ niệm ha|1.042|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_334.833.wav|mẹ ơi con mắc tè|1.375|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_338.666.wav|chi con đưa em đi vệ sinh đi|1.667|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_340.416.wav|dạ|1.0|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_361.375.wav|này là chuyện nghiêm túc cậu đừng có giỡn nữa|2.375|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_380.333.wav|đi vô với mẹ đi|0.875|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_383.75.wav|đi vô với mẹ|1.416|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_456.958.wav|chị chi|1.0|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_561.125.wav|không biết là nó đi đâu nữa|1.375|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_583.0.wav|em chuyện gì|1.166|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_691.75.wav|con và huy sẽ đốt cây cầu để bắt đầu cho lễ tang|3.791|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_695.625.wav|để cho hồn của ái có thể tìm thấy đường quay về|2.791|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_702.833.wav|vậy thì con nên cầu nguyện thay cho chồng|4.458|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_709.916.wav|đám ma mà không cần xác chết|1.875|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_719.666.wav|kêu mấy thằng lính của ông tiếp tục tìm con bé|1.917|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_729.125.wav|nếu không tin thì anh cứ đi với tôi|2.416|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_733.83.wav|mỗi người chúng ta đều tìm kiếm một sự bình yên khác nhau|3.295|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_738.25.wav|tôi hy vọng|0.916|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_768.916.wav|lâu quá mới được mời tới nhà|1.667|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_774.375.wav|kinh doanh nhà đất thì giàu thiệt đó nhưng mà nó không có vui|3.166|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_779.125.wav|xinh quá|1.041|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_787.5.wav|con gái mẹ diệp phải không|1.333|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_791.75.wav|cảm ơn ông gọi ngay cho tui nếu ông có tin tức gì|2.75|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_798.583.wav|à quên nữa|1.827|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_801.583.wav|bông hoa của anh|1.792|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_804.208.wav|đặt một quả trứng gà dưới gốc cây thì thầm ước nguyện của anh với nó|4.125|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_809.125.wav|rồi à|1.041|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_871.666.wav|anh gọi cho tôi về cái xác con bé bị chết đuối|2.292|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_877.41.wav|nó tên là ái|1.131|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_881.625.wav|nhìn nó ghê lắm không|1.208|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_895.75.wav|lúc tui mới gặp nó tui cũng làm mấy điếu đó|3.958|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_910.541.wav|bỏ thuốc sáu năm rồi|1.334|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_912.958.wav|đi chưa|1.167|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_972.791.wav|anh đã báo với gia đình con bé chưa|1.709|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_977.875.wav|tìm thấy cái xác con bé ở đâu vậy|1.666|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_979.625.wav|tui cũng không hiểu nổi|1.333|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_981.416.wav|phát hiện xác con bé bên bờ sông hậu giang gần châu đốc|3.542|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1086.25.wav|cậu đã cho bác sĩ khám chưa rồi nhưng cái điều chị nên biết là|3.5|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1092.125.wav|em lau chùi cho con nhanh lên đi anh|2.083|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1117.916.wav|từ lúc rước nó tới bây giờ nó mới lên tiếng|2.459|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1121.166.wav|rước nó ở đâu|1.25|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1123.125.wav|ai tìm thấy nó|1.25|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1125.666.wav|bao lâu rồi|1.042|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1126.791.wav|anh anh đừng hỏi nữa|2.042|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1129.416.wav|cho nó nghỉ ngơi|1.167|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1136.916.wav|cả nhà tôi mang ơn cậu|1.875|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1156.666.wav|bác sĩ đưa cái này cho con bé uống|1.542|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1345.458.wav|chuyện gì vậy|1.0|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1347.83.wav|dạ không có gì mẹ con muốn coi em nó làm sao rồi đó|2.711|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1355.208.wav|sao trán con lại đổ mồ hôi|2.0|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1364.916.wav|mẹ|2.0|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1367.25.wav|hồi có con mẹ bao nhiêu tuổi mẹ|3.16|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1371.833.wav|mười chín tuổi|1.083|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1374.5.wav|sao tự nhiên con lại hỏi vậy|1.91|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1376.75.wav|sau khi có con sao ba mẹ không có thêm em|3.375|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1382.25.wav|lúc đó ba mẹ còn trẻ quá|2.58|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1384.833.wav|ba đang theo đuổi ước mơ làm kỹ sư|1.958|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1387.708.wav|còn mẹ|1.083|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1389.166.wav|ước mơ của mẹ là cái gì|1.584|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1393.75.wav|tiếp viên hàng không|1.66|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1397.791.wav|mẹ muốn đi khắp nơi trên thế giới|1.917|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1401.583.wav|vậy là con đã phá tan ước mơ của mẹ|3.292|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1405.458.wav|đâu có|1.0|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1408.333.wav|sao vậy con gái|1.25|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1411.583.wav|tối nay con ngủ lại đây được không mẹ|3.167|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1450.708.wav|bông hoa của anh sao rồi|1.625|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1454.708.wav|đây là cái cây quỷ quái gì|1.708|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1456.708.wav|con gái nhỏ của anh về lại với anh rồi mà|4.792|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1467.916.wav|muốn chúc mừng anh thôi|2.292|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1473.833.wav|bông hoa của anh cần phải được chăm sóc mỗi ngày|4.125|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1478.333.wav|nếu anh không muốn vận may bỏ anh mà đi|5.208|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1494.458.wav|tôi không cần biết ông đang chơi trò gì|1.952|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1496.625.wav|ồ xin lỗi chị nhung|2.333|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1502.208.wav|vậy nè nhớ không|1.625|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1509.375.wav|nhìn nè chi|1.458|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1510.916.wav|đừng có la em|1.459|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1517.666.wav|cho mẹ một cây đi con|2.164|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1551.666.wav|mẹ có thấy lạ không|1.125|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1553.416.wav|mới hôm qua thôi mình còn tính chôn em ở đây|2.375|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1556.666.wav|mẹ thấy trồng hoa thì hợp hơn|1.709|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1562.583.wav|lại đây nhanh lên|1.875|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1565.166.wav|qua chơi với em đi con|1.375|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1567.875.wav|dạ|0.958|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1582.541.wav|cái này là con gà|1.75|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1589.583.wav|ái có muốn chơi với con gà không|1.75|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1619.666.wav|chi vô lấy bông băng thuốc đỏ đi|1.792|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1623.833.wav|không sao đâu ráng đi con|1.375|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1668.0.wav|anh nên nhớ cho hoa của anh một trái trứng mỗi ngày|5.375|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1673.458.wav|nếu|1.167|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1676.125.wav|anh không muốn vận may của anh bỏ anh mà đi|2.791|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1680.0.wav|ông cũng thích đùa lắm|1.25|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1682.416.wav|tui không cần cái cây của ông để kiếm tiền|1.542|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1686.458.wav|có ai nói tới tiền đâu|1.708|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1727.833.wav|hôm qua tới giờ em thử ba lần rồi anh|2.417|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1737.375.wav|vậy chứ giờ em tính làm sao|1.416|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1743.916.wav|chi|0.875|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1782.916.wav|con đọc sách gì vậy|1.334|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1785.41.wav|chương trình tiếng anh con phải thi đậu mới đi du học được|2.756|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1788.916.wav|sao mẹ không biết dự định của con|1.542|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1791.25.wav|con thích đi đây đó giống như mẹ mà|1.958|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1795.0.wav|con bị vậy có đi được không|1.541|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1810.916.wav|cái gì vậy ba|1.584|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1814.583.wav|công việc của ba thôi|1.375|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1823.625.wav|ba bán đá hả|1.708|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1836.166.wav|vì đây là đá quý|2.25|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1840.375.wav|con có muốn xem không|1.25|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1865.166.wav|đẹp quá|1.459|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1867.708.wav|con có muốn giúp ba đập cục đá này không|2.917|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1878.166.wav|bây giờ con tính sao|1.334|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1885.958.wav|nó có muốn cưới con không|1.25|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1888.833.wav|thôi được rồi|0.875|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1889.791.wav|mẹ sẽ để con ở nhà cho tới ngày con sinh em bé|2.584|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1893.125.wav|mẹ không muốn bên ngoài đồn đại|1.625|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1894.833.wav|làm hư tiếng tốt của dượng huy con|2.0|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1896.916.wav|tiếng tốt của dượng huy|1.709|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1898.958.wav|còn con thì sao|1.417|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1900.458.wav|con|0.917|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1903.833.wav|cho con ăn học đàng hoàng|1.667|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1905.583.wav|ổng tống con ra khỏi nhà|1.625|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1907.291.wav|con là đứa ngu|0.875|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1909.958.wav|con làm nhục nhã cho cái gia đình này con xin lỗi|2.375|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1912.416.wav|con là nỗi nhục của mẹ|1.75|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1917.125.wav|của gia đình mới của mẹ chi à|2.041|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1919.25.wav|nhà mình gặp nhiều rắc rối với ái rồi|1.875|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1921.208.wav|mẹ không muốn con đem thêm phiền phức về nữa|2.708|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1932.208.wav|giỏi quá|1.042|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1947.0.wav|không|1.0|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1950.833.wav|con mà cắn một cái con gãy hết răng|2.917|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1957.666.wav|con thấy viên đá nó rỗng không|1.75|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1960.41.wav|khi mà nó hình thành nó có khí hơi bị kẹt ở trong|3.048|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1966.208.wav|nó bị rỗng như vậy nè|1.542|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1970.41.wav|vậy thì viên đá nào cũng có pha lê ở trong hết|4.215|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1975.0.wav|không|0.875|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1976.25.wav|chỉ có viên đá nó rỗng thôi|1.666|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1978.333.wav|và khi nào nước nó vào được viên đá đó|2.833|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1981.916.wav|vậy bụng con cũng có pha lê nếu con uống nhiều nước|5.494|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1991.625.wav|con cũng không phải là đá|2.0|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1994.833.wav|đúng rồi|1.167|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_1997.666.wav|tối rồi con gái đi ngủ nha|3.744|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2011.583.wav|ái|1.083|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2051.875.wav|sao nó run bần bật vậy|1.0|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2052.958.wav|lạnh không con|1.4519375|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2055.83.wav|con con lạnh quá vậy|1.17|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2251.416.wav|xong rồi xong rồi con gái mẹ đây|2.417|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2255.333.wav|con gái mẹ đây|2.042|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2261.41.wav|không trừ tà ra được|1.173|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2262.666.wav|không phải nó đã xuất ra rồi sao|3.25|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2266.583.wav|ái không bị nhập|1.375|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2268.833.wav|tôi tin là không phải hồn ma|1.708|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2271.125.wav|cũng không phải là một cái hồn đã chết nhập vào xác của ái|2.416|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2274.416.wav|mà nó là một cái hồn sống lạc vào cơ thể của ái|3.542|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2278.375.wav|để đuổi cái hồn lạc này|1.833|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2280.291.wav|thì phải tìm người sống đó|2.119|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2282.541.wav|sao lại có chuyện này được|1.709|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2284.958.wav|thông thường thì hồn lạc nhập vào người thân|4.208|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2289.458.wav|gần đây trong gia đình mình có ai bị hôn mê hay bệnh nặng gì không|4.375|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2296.708.wav|nếu bà nói đúng|1.702|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2299.833.wav|thì biết đâu mà tìm người|1.542|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2316.75.wav|bác sĩ đi trực rồi có gì mai tới nha|2.833|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2319.666.wav|cô ơi|0.917|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2321.75.wav|cho con vô nhà đợi được không cô|1.958|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2344.166.wav|không phải|2.167|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2347.208.wav|người ràng buộc với cây là anh đó|2.667|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2350.333.wav|nó đáp ứng ước muốn của anh|3.292|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2353.708.wav|nhưng bù lại anh cần phải dâng lễ|2.958|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2358.875.wav|ước nguyện càng lớn thì cái giá phải trả càng cao|3.416|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2368.583.wav|nếu vậy|1.958|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2371.5.wav|thì anh phải cần dâng lễ bằng máu|2.708|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2445.166.wav|cướp của giết người cháy nhà chuyện gì|2.167|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2447.625.wav|cậu ơi chị đây|2.125|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2461.541.wav|chị đừng lo chắc nó không đi đâu xa đâu|2.834|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2464.458.wav|để em kiếm nó về cho chị|1.375|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2468.375.wav|chị không biết mình phải làm gì nữa|1.791|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2474.75.wav|con ái bị gì nữa|2.08|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2513.916.wav|thoải mái đi|1.084|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2526.5.wav|cứ mỗi lần cần thì lại cúp điện|1.875|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2529.958.wav|nhưng không sao|1.333|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2532.708.wav|chúng ta sẽ dùng theo cách cũ|2.167|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2587.75.wav|cậu cúng ai vậy|1.208|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2591.166.wav|lúc ba con còn sống|1.125|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2593.125.wav|đây là thói quen mỗi ngày của ba con với cậu vào mỗi buổi sáng|3.0|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2596.708.wav|một ly đen đá ba điếu thuốc|2.708|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2600.666.wav|ba con chết vì ung thư mà|1.709|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2603.833.wav|con đi đâu suốt đêm qua vậy|1.583|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2611.5.wav|cậu có bao giờ nhìn thấy một điều gì đó khủng khiếp đến mức|3.5|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2615.75.wav|nó làm mắt cậu mờ lại|1.875|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2618.75.wav|kể từ cái giây phút đó|1.708|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2622.583.wav|cậu thấy cậu lạc lõng với mọi người xung quanh chưa|3.083|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2630.833.wav|con đâu có bỏ nhà đi được chỉ vì con không thích dượng con|3.167|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2640.25.wav|con ước gì ba con ở đây con|3.625|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2645.208.wav|con biết dượng huy thương mẹ|1.542|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2648.208.wav|nhưng mà con vẫn không thể nào ưa nổi người đó|2.125|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2652.291.wav|từ cái ngày mà mẹ đi bước nữa|2.042|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2655.916.wav|mẹ đối xử với con giống như con không phải là con mẹ|2.834|netflix
/home4/khanhnd/crawl_netflix/audio_trim/doat_hon_2662.166.wav|rồi bé ái xuất hiện|1.167|netflix
